id,isResult,h,a,goals,xG,datetime,forecast
81,True,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '1', 'a': '0'}","{'h': '0.627539', 'a': '0.6746'}",2015-08-08 15:45:00,"{'w': '0.2859', 'd': '0.3905', 'l': '0.3236'}"
82,True,"{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '0', 'a': '1'}","{'h': '0.876106', 'a': '0.782253'}",2015-08-08 18:00:00,"{'w': '0.3435', 'd': '0.3607', 'l': '0.2958'}"
83,True,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'h': '2', 'a': '2'}","{'h': '0.604226', 'a': '0.557892'}",2015-08-08 18:00:00,"{'w': '0.2988', 'd': '0.4337', 'l': '0.2675'}"
84,True,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'h': '4', 'a': '2'}","{'h': '2.56803', 'a': '1.45946'}",2015-08-08 18:00:00,"{'w': '0.6422', 'd': '0.2057', 'l': '0.1521'}"
85,True,"{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '1', 'a': '3'}","{'h': '1.13076', 'a': '2.10975'}",2015-08-08 18:00:00,"{'w': '0.1461', 'd': '0.2159', 'l': '0.638'}"
86,True,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '84', 'title': 'Swansea', 'short_title': 'SWA'}","{'h': '2', 'a': '2'}","{'h': '0.64396', 'a': '2.59203'}",2015-08-08 20:30:00,"{'w': '0.0304', 'd': '0.0924', 'l': '0.8772'}"
87,True,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'h': '2', 'a': '2'}","{'h': '1.54613', 'a': '1.2529'}",2015-08-09 16:30:00,"{'w': '0.4386', 'd': '0.3165', 'l': '0.2449'}"
88,True,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '0', 'a': '2'}","{'h': '1.33166', 'a': '0.535961'}",2015-08-09 16:30:00,"{'w': '0.5751', 'd': '0.2826', 'l': '0.1423'}"
89,True,"{'id': '85', 'title': 'Stoke', 'short_title': 'STO'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '0', 'a': '1'}","{'h': '0.381274', 'a': '0.329873'}",2015-08-09 19:00:00,"{'w': '0.2482', 'd': '0.5454', 'l': '0.2064'}"
90,True,"{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '0', 'a': '3'}","{'h': '0.435238', 'a': '1.9242'}",2015-08-10 23:00:00,"{'w': '0.0615', 'd': '0.1698', 'l': '0.7687'}"
91,True,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '0', 'a': '1'}","{'h': '0.219118', 'a': '0.660404'}",2015-08-14 22:45:00,"{'w': '0.1056', 'd': '0.4653', 'l': '0.4291'}"
92,True,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '0', 'a': '3'}","{'h': '1.06214', 'a': '1.39628'}",2015-08-15 15:45:00,"{'w': '0.2536', 'd': '0.2845', 'l': '0.4619'}"
93,True,"{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'h': '1', 'a': '3'}","{'h': '0.329128', 'a': '1.71686'}",2015-08-15 18:00:00,"{'w': '0.051', 'd': '0.1845', 'l': '0.7645'}"
94,True,"{'id': '84', 'title': 'Swansea', 'short_title': 'SWA'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '2', 'a': '0'}","{'h': '1.97424', 'a': '0.113109'}",2015-08-15 18:00:00,"{'w': '0.9165', 'd': '0.0772', 'l': '0.0063'}"
95,True,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'id': '85', 'title': 'Stoke', 'short_title': 'STO'}","{'h': '2', 'a': '2'}","{'h': '1.70614', 'a': '2.80956'}",2015-08-15 18:00:00,"{'w': '0.1614', 'd': '0.1925', 'l': '0.6461'}"
96,True,"{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'h': '0', 'a': '0'}","{'h': '0.760848', 'a': '0.684036'}",2015-08-15 18:00:00,"{'w': '0.3286', 'd': '0.3819', 'l': '0.2895'}"
97,True,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'h': '1', 'a': '2'}","{'h': '0.513491', 'a': '1.80939'}",2015-08-15 18:00:00,"{'w': '0.0482', 'd': '0.171', 'l': '0.7808'}"
98,True,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '1', 'a': '2'}","{'h': '0.964134', 'a': '2.05542'}",2015-08-16 16:30:00,"{'w': '0.1303', 'd': '0.2113', 'l': '0.6584'}"
99,True,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '3', 'a': '0'}","{'h': '2.18579', 'a': '0.482423'}",2015-08-16 19:00:00,"{'w': '0.8142', 'd': '0.1391', 'l': '0.0467'}"
100,True,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'h': '1', 'a': '0'}","{'h': '2.15062', 'a': '0.460805'}",2015-08-17 23:00:00,"{'w': '0.8133', 'd': '0.1411', 'l': '0.0456'}"
101,True,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '0', 'a': '0'}","{'h': '1.2491', 'a': '0.4384'}",2015-08-22 15:45:00,"{'w': '0.5889', 'd': '0.292', 'l': '0.1191'}"
102,True,"{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'id': '85', 'title': 'Stoke', 'short_title': 'STO'}","{'h': '1', 'a': '1'}","{'h': '3.14888', 'a': '0.698228'}",2015-08-22 18:00:00,"{'w': '0.9013', 'd': '0.074', 'l': '0.0247'}"
103,True,"{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'id': '84', 'title': 'Swansea', 'short_title': 'SWA'}","{'h': '1', 'a': '1'}","{'h': '0.569426', 'a': '1.56064'}",2015-08-22 18:00:00,"{'w': '0.1219', 'd': '0.2431', 'l': '0.635'}"
104,True,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '2', 'a': '1'}","{'h': '1.23807', 'a': '0.765278'}",2015-08-22 18:00:00,"{'w': '0.4747', 'd': '0.3079', 'l': '0.2174'}"
105,True,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '1', 'a': '1'}","{'h': '0.829012', 'a': '1.89437'}",2015-08-22 18:00:00,"{'w': '0.1213', 'd': '0.2191', 'l': '0.6596'}"
106,True,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'h': '3', 'a': '4'}","{'h': '1.50203', 'a': '2.8554'}",2015-08-22 18:00:00,"{'w': '0.1041', 'd': '0.1757', 'l': '0.7202'}"
107,True,"{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '2', 'a': '3'}","{'h': '1.42622', 'a': '2.02778'}",2015-08-23 16:30:00,"{'w': '0.2216', 'd': '0.2612', 'l': '0.5172'}"
108,True,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '0', 'a': '2'}","{'h': '0.579338', 'a': '1.57983'}",2015-08-23 19:00:00,"{'w': '0.1063', 'd': '0.2405', 'l': '0.6532'}"
109,True,"{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'h': '0', 'a': '0'}","{'h': '1.17588', 'a': '0.68359'}",2015-08-23 19:00:00,"{'w': '0.5229', 'd': '0.3118', 'l': '0.1653'}"
110,True,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '0', 'a': '0'}","{'h': '1.83755', 'a': '1.29206'}",2015-08-24 23:00:00,"{'w': '0.5114', 'd': '0.2628', 'l': '0.2258'}"
111,True,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '0', 'a': '1'}","{'h': '0.0319694', 'a': '2.33948'}",2015-08-29 15:45:00,"{'w': '0.002', 'd': '0.0632', 'l': '0.9348'}"
112,True,"{'id': '85', 'title': 'Stoke', 'short_title': 'STO'}","{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'h': '0', 'a': '1'}","{'h': '1.21771', 'a': '0.881194'}",2015-08-29 18:00:00,"{'w': '0.4729', 'd': '0.3248', 'l': '0.2023'}"
113,True,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'h': '2', 'a': '2'}","{'h': '2.27406', 'a': '0.368848'}",2015-08-29 18:00:00,"{'w': '0.8747', 'd': '0.1005', 'l': '0.0248'}"
114,True,"{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'h': '1', 'a': '1'}","{'h': '0.321432', 'a': '0.919097'}",2015-08-29 18:00:00,"{'w': '0.0747', 'd': '0.3278', 'l': '0.5975'}"
115,True,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '1', 'a': '2'}","{'h': '1.27906', 'a': '2.19283'}",2015-08-29 18:00:00,"{'w': '0.1779', 'd': '0.217', 'l': '0.6051'}"
116,True,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '0', 'a': '3'}","{'h': '0.561737', 'a': '0.97217'}",2015-08-29 18:00:00,"{'w': '0.1978', 'd': '0.3352', 'l': '0.467'}"
117,True,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'h': '2', 'a': '0'}","{'h': '1.52895', 'a': '0.363603'}",2015-08-29 18:00:00,"{'w': '0.7074', 'd': '0.2257', 'l': '0.0669'}"
118,True,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '0', 'a': '0'}","{'h': '1.99917', 'a': '0.694692'}",2015-08-29 20:30:00,"{'w': '0.7143', 'd': '0.1943', 'l': '0.0914'}"
119,True,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'h': '3', 'a': '0'}","{'h': '2.85501', 'a': '0.639434'}",2015-08-30 16:30:00,"{'w': '0.9129', 'd': '0.0777', 'l': '0.0094'}"
120,True,"{'id': '84', 'title': 'Swansea', 'short_title': 'SWA'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '2', 'a': '1'}","{'h': '0.971183', 'a': '1.28089'}",2015-08-30 19:00:00,"{'w': '0.2526', 'd': '0.3113', 'l': '0.4361'}"
121,True,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '3', 'a': '1'}","{'h': '1.18026', 'a': '0.656048'}",2015-09-12 15:45:00,"{'w': '0.5186', 'd': '0.2999', 'l': '0.1815'}"
122,True,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '85', 'title': 'Stoke', 'short_title': 'STO'}","{'h': '2', 'a': '0'}","{'h': '4.42684', 'a': '0.191277'}",2015-09-12 18:00:00,"{'w': '0.9918', 'd': '0.0075', 'l': '0.0007'}"
123,True,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '0', 'a': '1'}","{'h': '0.743193', 'a': '3.08883'}",2015-09-12 18:00:00,"{'w': '0.0179', 'd': '0.0647', 'l': '0.9174'}"
124,True,"{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'id': '84', 'title': 'Swansea', 'short_title': 'SWA'}","{'h': '1', 'a': '0'}","{'h': '1.57333', 'a': '0.503008'}",2015-09-12 18:00:00,"{'w': '0.684', 'd': '0.2293', 'l': '0.0867'}"
125,True,"{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'h': '0', 'a': '0'}","{'h': '0.409143', 'a': '1.00731'}",2015-09-12 18:00:00,"{'w': '0.1387', 'd': '0.3427', 'l': '0.5186'}"
126,True,"{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'h': '3', 'a': '1'}","{'h': '1.33151', 'a': '0.389495'}",2015-09-12 18:00:00,"{'w': '0.6567', 'd': '0.2549', 'l': '0.0884'}"
127,True,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '3', 'a': '1'}","{'h': '1.46206', 'a': '1.02572'}",2015-09-12 20:30:00,"{'w': '0.4919', 'd': '0.318', 'l': '0.1901'}"
128,True,"{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '0', 'a': '1'}","{'h': '1.0407', 'a': '1.45615'}",2015-09-13 16:30:00,"{'w': '0.2401', 'd': '0.2976', 'l': '0.4623'}"
129,True,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '3', 'a': '2'}","{'h': '1.34987', 'a': '0.953181'}",2015-09-13 19:00:00,"{'w': '0.455', 'd': '0.3004', 'l': '0.2446'}"
130,True,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '2', 'a': '0'}","{'h': '1.71282', 'a': '0.716599'}",2015-09-14 23:00:00,"{'w': '0.6555', 'd': '0.233', 'l': '0.1115'}"
131,True,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '2', 'a': '0'}","{'h': '2.0687', 'a': '0.775312'}",2015-09-19 15:45:00,"{'w': '0.7235', 'd': '0.1909', 'l': '0.0856'}"
132,True,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'h': '1', 'a': '2'}","{'h': '1.15114', 'a': '1.33961'}",2015-09-19 18:00:00,"{'w': '0.2928', 'd': '0.3012', 'l': '0.406'}"
133,True,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'h': '0', 'a': '1'}","{'h': '0.876719', 'a': '0.632761'}",2015-09-19 18:00:00,"{'w': '0.3959', 'd': '0.3707', 'l': '0.2334'}"
134,True,"{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'h': '2', 'a': '0'}","{'h': '0.644335', 'a': '0.854867'}",2015-09-19 18:00:00,"{'w': '0.2375', 'd': '0.3629', 'l': '0.3996'}"
135,True,"{'id': '85', 'title': 'Stoke', 'short_title': 'STO'}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'h': '2', 'a': '2'}","{'h': '1.14717', 'a': '1.22582'}",2015-09-19 18:00:00,"{'w': '0.3009', 'd': '0.3324', 'l': '0.3667'}"
136,True,"{'id': '84', 'title': 'Swansea', 'short_title': 'SWA'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '0', 'a': '0'}","{'h': '0.864868', 'a': '1.77458'}",2015-09-19 18:00:00,"{'w': '0.1553', 'd': '0.2346', 'l': '0.6101'}"
137,True,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '1', 'a': '2'}","{'h': '2.98465', 'a': '0.995273'}",2015-09-19 20:30:00,"{'w': '0.8408', 'd': '0.1177', 'l': '0.0415'}"
138,True,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '1', 'a': '0'}","{'h': '1.01573', 'a': '0.538439'}",2015-09-20 16:30:00,"{'w': '0.4732', 'd': '0.3412', 'l': '0.1856'}"
139,True,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '2', 'a': '3'}","{'h': '1.83663', 'a': '1.65119'}",2015-09-20 19:00:00,"{'w': '0.4195', 'd': '0.2506', 'l': '0.3299'}"
140,True,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'h': '1', 'a': '1'}","{'h': '1.90447', 'a': '0.556271'}",2015-09-20 19:00:00,"{'w': '0.7195', 'd': '0.1996', 'l': '0.0809'}"
141,True,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '4', 'a': '1'}","{'h': '2.30799', 'a': '1.57842'}",2015-09-26 15:45:00,"{'w': '0.5584', 'd': '0.2208', 'l': '0.2208'}"
142,True,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'id': '84', 'title': 'Swansea', 'short_title': 'SWA'}","{'h': '3', 'a': '1'}","{'h': '1.55418', 'a': '1.41962'}",2015-09-26 18:00:00,"{'w': '0.3655', 'd': '0.3128', 'l': '0.3217'}"
143,True,"{'id': '85', 'title': 'Stoke', 'short_title': 'STO'}","{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'h': '2', 'a': '1'}","{'h': '1.94483', 'a': '0.871678'}",2015-09-26 18:00:00,"{'w': '0.6734', 'd': '0.2181', 'l': '0.1085'}"
144,True,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '2', 'a': '5'}","{'h': '1.38516', 'a': '3.89623'}",2015-09-26 18:00:00,"{'w': '0.0518', 'd': '0.0888', 'l': '0.8594'}"
145,True,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '3', 'a': '2'}","{'h': '1.78331', 'a': '0.892054'}",2015-09-26 18:00:00,"{'w': '0.5951', 'd': '0.2444', 'l': '0.1605'}"
146,True,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'h': '3', 'a': '0'}","{'h': '2.8971', 'a': '0.832139'}",2015-09-26 18:00:00,"{'w': '0.8918', 'd': '0.0905', 'l': '0.0177'}"
147,True,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'h': '2', 'a': '2'}","{'h': '2.60407', 'a': '1.38603'}",2015-09-26 18:00:00,"{'w': '0.6699', 'd': '0.1845', 'l': '0.1456'}"
148,True,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '2', 'a': '2'}","{'h': '0.702109', 'a': '1.30593'}",2015-09-26 20:30:00,"{'w': '0.1859', 'd': '0.291', 'l': '0.5231'}"
149,True,"{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '0', 'a': '1'}","{'h': '0.685939', 'a': '2.33566'}",2015-09-27 19:00:00,"{'w': '0.0569', 'd': '0.1435', 'l': '0.7996'}"
150,True,"{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '2', 'a': '3'}","{'h': '1.27511', 'a': '2.30159'}",2015-09-28 23:00:00,"{'w': '0.1438', 'd': '0.2157', 'l': '0.6405'}"
151,True,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'h': '2', 'a': '0'}","{'h': '1.99083', 'a': '0.255528'}",2015-10-03 15:45:00,"{'w': '0.8739', 'd': '0.1063', 'l': '0.0198'}"
152,True,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '85', 'title': 'Stoke', 'short_title': 'STO'}","{'h': '0', 'a': '1'}","{'h': '0.839028', 'a': '1.03499'}",2015-10-03 18:00:00,"{'w': '0.2754', 'd': '0.3399', 'l': '0.3847'}"
153,True,"{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'h': '1', 'a': '1'}","{'h': '1.50268', 'a': '0.913291'}",2015-10-03 18:00:00,"{'w': '0.5344', 'd': '0.2944', 'l': '0.1712'}"
154,True,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '6', 'a': '1'}","{'h': '3.3346', 'a': '0.980279'}",2015-10-03 18:00:00,"{'w': '0.8752', 'd': '0.0868', 'l': '0.038'}"
155,True,"{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'h': '1', 'a': '2'}","{'h': '1.18074', 'a': '3.00282'}",2015-10-03 18:00:00,"{'w': '0.0678', 'd': '0.1304', 'l': '0.8018'}"
156,True,"{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '2', 'a': '2'}","{'h': '1.08401', 'a': '1.93656'}",2015-10-03 18:00:00,"{'w': '0.1641', 'd': '0.2374', 'l': '0.5985'}"
157,True,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'h': '1', 'a': '3'}","{'h': '0.520175', 'a': '1.58246'}",2015-10-03 20:30:00,"{'w': '0.1026', 'd': '0.2361', 'l': '0.6613'}"
158,True,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '1', 'a': '1'}","{'h': '1.20063', 'a': '1.30844'}",2015-10-04 16:30:00,"{'w': '0.326', 'd': '0.2934', 'l': '0.3806'}"
159,True,"{'id': '84', 'title': 'Swansea', 'short_title': 'SWA'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '2', 'a': '2'}","{'h': '0.774806', 'a': '1.18142'}",2015-10-04 19:00:00,"{'w': '0.2346', 'd': '0.3024', 'l': '0.463'}"
160,True,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '3', 'a': '0'}","{'h': '2.16952', 'a': '1.03953'}",2015-10-04 19:00:00,"{'w': '0.6748', 'd': '0.2088', 'l': '0.1164'}"
161,True,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '0', 'a': '0'}","{'h': '0.586228', 'a': '0.715892'}",2015-10-17 15:45:00,"{'w': '0.2472', 'd': '0.4004', 'l': '0.3524'}"
162,True,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'h': '2', 'a': '2'}","{'h': '1.46668', 'a': '2.78648'}",2015-10-17 18:00:00,"{'w': '0.1307', 'd': '0.1851', 'l': '0.6842'}"
163,True,"{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'h': '1', 'a': '0'}","{'h': '2.07781', 'a': '0.658473'}",2015-10-17 18:00:00,"{'w': '0.8061', 'd': '0.1513', 'l': '0.0426'}"
164,True,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '2', 'a': '0'}","{'h': '1.22875', 'a': '0.795846'}",2015-10-17 18:00:00,"{'w': '0.4675', 'd': '0.3206', 'l': '0.2119'}"
165,True,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '1', 'a': '3'}","{'h': '1.08391', 'a': '2.76356'}",2015-10-17 18:00:00,"{'w': '0.0623', 'd': '0.1503', 'l': '0.7874'}"
166,True,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '0', 'a': '3'}","{'h': '0.653457', 'a': '1.47853'}",2015-10-17 18:00:00,"{'w': '0.1498', 'd': '0.2575', 'l': '0.5927'}"
167,True,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'h': '5', 'a': '1'}","{'h': '4.71274', 'a': '0.173025'}",2015-10-17 18:00:00,"{'w': '0.9979', 'd': '0.0021', 'l': '0'}"
168,True,"{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '0', 'a': '3'}","{'h': '0.254791', 'a': '2.69046'}",2015-10-17 20:30:00,"{'w': '0.0097', 'd': '0.0629', 'l': '0.9274'}"
169,True,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'h': '6', 'a': '2'}","{'h': '2.24896', 'a': '1.34395'}",2015-10-18 19:00:00,"{'w': '0.602', 'd': '0.2198', 'l': '0.1782'}"
